record_id,age_years,income_value,tenure_months,monthly_spend,purchase_rate,order_value,promo_usage_rate,return_rate,browse_minutes,support_contacts,payment_channel,market_area
R18521,56,,17,432.77,6.64,65.39,0.4,0.1,116.24,2,Channel_A,Area_B
R18978,51,117.05,1,2.54,0.08,170.1,0.22,0.13,17.89,4,Channel_A,Area_A
R08299,43,38856.36,72,732.51,14.83,16.56,0.07,0.23,38.8,,Channel_C,Area_C
R13760,48,0.0,1,0.0,0.07,139.27,0.62,0.17,0.4,0,Channel_A,Area_B
R12004,65,19554.23,4,21.55,,49.76,0.27,0.08,78.91,0,Channel_B,Area_A
R00757,67,150.98,1,0.02,0.0,77.14,0.27,0.16,18.95,0,Channel_A,Area_C
R34346,19,,1,0.0,0.07,93.18,0.32,0.07,0.0,0,Channel_A,Area_C
R00398,36,0.0,1,0.0,0.0,167.51,0.22,0.05,35.98,0,Channel_A,Area_A
R21214,34,0.0,1,0.92,0.0,119.53,0.68,0.49,13.18,2,Channel_A,Area_B
R03105,49,47.72,1,0.0,,98.31,0.66,0.21,1.52,1,Channel_B,Area_B
R08539,46,0.0,1,1.39,,258.35,0.43,0.17,0.1,1,Channel_A,Area_C
R31101,67,195.84,1,5.99,0.0,146.61,0.22,0.16,40.55,0,Channel_C,Area_C
R38525,47,67.58,1,1.1,0.0,97.82,0.44,0.17,0.0,1,Channel_B,Area_A
R12961,70,,11,460.49,9.75,58.35,0.39,0.21,55.86,0,Channel_A,Area_B
R10446,53,775.7,1,0.0,0.0,124.44,0.49,0.16,47.05,3,Channel_C,Area_C
R09589,20,0.0,1,5.53,0.0,82.95,0.55,0.23,35.32,2,Channel_C,Area_A
R09614,46,50843.37,72,350.79,10.47,0.0,0.0,0.2,37.17,1,Channel_B,Area_B
R03705,62,6726.24,1,0.0,0.0,97.12,0.51,0.12,105.39,0,Channel_B,Area_A
R14839,43,144.44,1,0.0,0.0,160.42,0.33,0.29,4.33,1,Channel_B,Area_C
R08838,55,0.0,1,4.28,0.12,334.18,0.28,0.12,0.0,2,Channel_A,Area_C
R01264,46,148133.26,72,529.74,11.91,15.53,0.39,0.0,38.74,4,Channel_B,Area_A
R35986,42,52524.66,53,76.94,1.21,61.41,0.35,0.13,43.21,1,Channel_A,Area_A
R07876,58,24165.95,52,34.03,0.0,121.64,0.31,0.19,79.73,3,Channel_B,Area_A
R28430,68,281.11,1,0.3,0.02,121.14,0.26,0.13,,0,Channel_A,Area_B
R43136,38,4346.9,12,,0.44,142.47,0.11,,142.91,2,Channel_A,Area_A
R06828,67,0.0,1,2.73,0.16,158.76,0.41,0.24,11.13,2,Channel_C,Area_C
R30438,59,8569.26,8,106.41,4.75,29.57,0.46,,19.67,0,Channel_A,Area_A
R44806,64,24217.31,1,0.0,6.1,11.34,0.25,0.01,16.6,2,Channel_A,Area_A
R03260,50,0.0,1,,0.0,84.79,0.72,0.07,0.0,2,Channel_C,Area_B
R41932,39,64677.5,72,563.27,9.86,24.14,0.33,0.21,36.89,1,Channel_C,Area_B
R07981,51,60700.56,72,579.7,10.46,19.25,0.09,0.12,48.18,2,Channel_C,Area_A
R18126,36,51296.19,27,59.76,0.0,67.46,0.4,0.38,54.74,1,Channel_A,Area_A
R47293,59,1828.05,48,301.31,0.0,156.0,0.62,0.04,62.98,5,Channel_C,Area_C
R29109,46,726.04,1,4.74,0.06,157.42,0.62,0.12,1.09,0,Channel_A,Area_C
R01269,46,12972.78,33,0.0,1.1,30.86,0.19,0.08,,0,Channel_A,Area_A
R30927,44,30631.73,55,144.46,1.84,65.12,0.41,0.16,101.6,3,Channel_B,Area_B
R25794,29,26102.53,1,0.0,0.05,186.19,0.21,0.18,0.0,0,Channel_A,Area_A
R38399,55,59899.94,1,102.23,4.65,45.62,0.16,0.07,13.9,1,Channel_A,Area_A
R07313,37,84396.49,72,386.55,11.58,0.0,0.56,0.13,118.99,0,Channel_A,Area_C
R41231,67,385.24,1,0.06,0.1,88.91,0.26,0.18,60.93,2,Channel_B,Area_B
R41879,18,3566.68,1,251.17,1.54,123.36,0.18,0.36,27.69,0,Channel_B,Area_A
R04253,60,0.0,1,0.0,0.16,381.2,0.39,0.14,16.07,2,Channel_A,Area_B
R18816,66,86572.74,72,673.15,10.34,36.19,0.0,0.05,46.5,3,Channel_B,Area_A
R33427,43,24067.93,1,214.01,7.02,35.12,0.25,,116.17,0,Channel_C,Area_C
R46148,23,126107.15,72,833.66,25.23,0.78,0.0,0.02,188.21,3,Channel_A,Area_C
R49774,66,170849.01,72,1192.22,16.99,29.71,,0.12,95.66,0,Channel_B,Area_B
R46373,47,,1,0.0,0.0,96.41,0.42,0.3,1.47,4,Channel_A,Area_A
R06604,22,10509.7,29,173.05,0.0,112.47,0.54,0.03,,1,Channel_A,Area_A
R40776,30,0.0,1,0.53,0.0,109.71,0.38,0.17,74.3,2,Channel_A,Area_A
R11223,39,257.38,1,2.96,0.0,111.48,0.29,0.43,,1,Channel_C,Area_B
R19491,47,,1,0.0,0.0,84.98,0.52,0.06,0.0,4,Channel_A,Area_A
R28014,65,51476.59,72,996.92,10.83,85.09,0.08,0.1,59.74,1,Channel_C,Area_B
R05097,38,121689.45,1,158.05,2.08,77.93,0.46,,88.61,1,Channel_B,Area_A
R18491,51,1885.85,63,0.0,0.51,37.63,0.51,0.11,46.46,2,Channel_C,Area_B
R17077,51,70642.55,72,591.53,10.69,37.88,0.31,0.1,28.37,3,Channel_C,Area_C
R10603,33,0.0,1,0.0,0.0,207.53,0.29,0.03,5.56,1,Channel_A,Area_C
R44312,39,52644.81,72,437.89,10.32,0.44,0.38,,57.84,0,Channel_A,Area_C
R38746,33,165164.88,72,540.29,10.01,17.49,0.05,0.44,,3,Channel_C,Area_B
R41162,20,149815.63,72,949.74,20.7,0.0,0.21,0.0,70.11,0,Channel_B,Area_B
R21555,64,476.33,1,0.0,0.0,84.82,0.43,0.19,17.74,3,Channel_C,Area_B
R26039,63,80758.28,72,445.13,10.21,12.18,0.12,0.02,59.93,5,Channel_B,Area_A
R37540,64,89408.8,72,504.84,10.29,4.39,0.11,0.22,32.98,0,Channel_A,Area_B
R46549,54,21058.92,8,372.75,,119.28,0.36,0.3,183.17,2,Channel_B,Area_A
R15470,38,,1,,0.0,155.07,,0.15,20.26,0,Channel_C,Area_B
R29534,48,58403.77,72,326.05,11.9,0.06,0.15,0.25,112.4,1,Channel_A,Area_A
R39507,23,1599.72,1,1.45,0.1,146.12,0.39,0.12,35.82,3,Channel_A,Area_B
R48026,57,93484.25,72,1137.19,17.73,20.87,0.25,,160.84,3,Channel_C,Area_A
R38774,26,0.0,1,1.78,0.0,145.74,0.44,0.38,10.53,2,Channel_B,Area_C
R36345,56,505.94,1,0.0,0.0,104.57,0.69,0.58,8.02,6,Channel_C,Area_C
R10755,35,73337.36,72,458.13,12.21,1.25,0.01,0.1,170.01,0,Channel_A,Area_A
R31782,18,487.56,1,0.0,0.0,121.23,0.51,0.11,42.17,1,Channel_A,Area_A
R46902,58,108518.41,72,530.21,10.89,22.42,0.13,0.06,,1,Channel_A,Area_A
R40264,33,91205.88,72,406.6,13.54,0.57,0.02,0.0,150.75,3,Channel_A,Area_A
R13790,23,107031.64,72,380.72,17.08,0.0,0.29,0.16,,5,Channel_A,Area_B
R19153,34,10972.6,38,244.86,0.0,187.37,0.06,0.13,84.9,,Channel_B,Area_A
R20361,25,9.87,1,2.15,0.14,87.65,0.25,0.17,71.34,2,Channel_C,Area_C
R14335,36,0.0,1,118.49,0.05,305.45,0.5,0.17,72.45,1,Channel_B,Area_C
R12310,54,1144.88,1,0.0,,87.36,0.64,,7.81,4,Channel_C,Area_A
R15132,50,2012.03,1,100.05,8.67,45.93,0.39,0.21,24.42,2,Channel_B,Area_A
R03173,56,53857.95,72,554.51,14.12,0.53,0.11,0.06,,1,Channel_C,Area_B
R31464,21,510.86,1,7.33,0.03,129.23,0.38,0.57,64.51,3,Channel_A,Area_A
R34781,32,136620.55,72,1167.78,26.45,0.0,0.04,0.01,93.57,1,Channel_A,Area_A
R05120,34,0.0,1,0.68,0.0,96.08,0.63,0.42,0.0,1,Channel_A,Area_A
R08424,43,0.0,1,0.0,0.02,177.23,0.46,0.26,12.24,3,Channel_C,Area_B
R43268,50,61322.73,38,103.61,2.9,67.39,0.17,0.59,45.4,2,Channel_C,Area_C
R28519,59,94900.93,72,959.09,21.54,0.32,0.0,0.33,158.23,1,Channel_A,Area_C
R28165,55,7897.58,15,93.52,3.97,57.83,0.19,0.05,75.89,1,Channel_A,Area_A
R42327,37,137623.9,72,1153.81,19.18,13.03,0.41,0.21,143.76,1,Channel_C,Area_C
R17940,27,,16,232.45,,59.91,0.44,0.15,36.58,0,Channel_A,Area_B
R16865,36,65253.17,72,500.2,10.56,14.62,0.02,0.0,37.8,2,Channel_C,Area_C
R13978,18,340.71,1,1.02,0.0,95.71,0.6,0.19,6.31,3,Channel_A,Area_B
R12441,19,17595.18,20,308.47,6.67,50.01,0.07,0.1,67.97,1,Channel_B,Area_B
R41081,44,0.0,1,0.79,0.0,77.51,0.37,0.3,,3,Channel_C,Area_A
R44271,44,0.65,1,0.0,0.0,89.02,0.58,0.05,21.26,0,Channel_C,Area_A
R14444,46,166273.74,72,470.74,11.3,0.0,0.16,0.13,111.73,1,Channel_A,Area_B
R12728,64,34.26,1,0.0,0.0,165.36,0.51,0.29,1.97,1,Channel_A,Area_B
R19751,18,66855.84,72,473.91,,17.66,0.28,0.13,156.42,2,Channel_A,Area_C
R16260,21,143254.6,72,1171.47,16.8,30.89,0.0,0.0,,0,Channel_A,Area_C
R20965,48,,72,355.8,9.75,7.16,0.22,0.0,23.96,1,Channel_A,Area_A
R24272,56,0.0,1,0.3,0.0,134.95,,0.13,0.45,4,Channel_A,Area_B
R27607,19,22440.65,1,19.47,3.37,25.61,0.15,0.07,31.68,3,Channel_A,Area_A
R41635,60,87649.29,72,514.01,11.93,0.12,0.42,,110.71,3,Channel_A,Area_A
R44444,58,4673.25,1,157.45,3.61,50.81,0.42,0.02,85.87,4,Channel_C,Area_A
R18383,58,66610.89,72,547.02,11.11,19.62,0.19,0.0,76.45,2,Channel_A,Area_B
R17339,64,1075.77,4,83.24,9.79,26.36,0.38,0.22,18.53,0,Channel_A,Area_B
R18501,57,44219.59,72,,10.63,11.57,0.02,0.08,,2,Channel_B,Area_C
R08964,59,48030.35,3,44.85,0.83,47.09,0.23,0.09,19.67,3,Channel_A,Area_A
R19644,60,7.95,1,0.0,0.0,163.03,0.7,0.06,30.43,4,Channel_B,Area_B
R29630,59,,11,369.34,9.55,50.55,0.14,0.13,80.18,2,Channel_C,Area_A
R12049,32,102175.72,72,820.6,26.37,0.0,0.14,0.43,144.3,0,Channel_A,Area_A
R08875,19,23691.71,13,229.21,5.32,57.56,,0.25,75.62,4,Channel_B,Area_A
R16498,57,19039.31,33,196.57,1.97,90.26,0.2,0.19,127.68,1,Channel_B,Area_A
R02281,64,,49,166.36,1.99,75.18,0.37,0.01,23.61,0,Channel_C,Area_A
R49849,38,25101.52,20,296.3,2.25,87.67,0.37,0.23,105.58,9,Channel_B,Area_C
R19769,19,66195.38,72,426.46,10.51,0.0,0.1,0.15,,0,Channel_A,Area_A
R43986,54,403.43,1,0.0,0.0,171.95,0.35,0.1,11.53,1,Channel_C,Area_A
R38554,36,56758.69,29,44.07,0.0,76.69,0.31,0.11,64.58,2,Channel_B,Area_B
R00181,23,85784.99,72,458.22,14.72,0.16,0.19,0.2,,2,Channel_C,Area_A
R02833,24,48.06,1,0.0,0.13,114.92,0.63,0.19,67.86,2,Channel_C,Area_A
R13929,53,34310.91,40,283.84,0.15,143.34,0.45,,48.06,2,Channel_C,Area_A
R42686,26,26192.7,1,507.72,4.68,92.13,0.37,0.06,182.54,0,Channel_B,Area_A
R03684,67,11583.25,5,30.73,3.32,39.29,0.56,0.25,117.66,2,Channel_B,Area_C
R09298,60,0.0,1,0.0,0.0,104.66,0.23,0.34,0.0,1,Channel_C,Area_B
R23384,41,2261.2,47,184.17,1.09,95.93,0.11,0.27,78.9,0,Channel_C,Area_B
R22127,68,0.0,1,1.9,0.03,77.97,0.29,0.23,0.89,1,Channel_C,Area_C
R42071,38,4170.64,1,328.42,6.34,62.2,0.54,0.13,86.12,,Channel_A,Area_B
R11883,53,49692.19,72,391.14,11.88,0.0,0.23,0.21,69.64,0,Channel_B,Area_A
R26554,49,0.0,1,0.0,0.1,131.64,,0.07,5.55,0,Channel_B,Area_B
R04656,31,0.0,1,3.61,0.0,175.91,0.59,0.17,32.27,0,Channel_A,Area_B
R42062,50,43123.35,43,120.76,1.7,61.04,0.14,0.13,85.68,0,Channel_A,Area_A
R03351,67,46295.16,52,23.28,0.0,147.05,0.55,0.22,104.07,4,Channel_C,Area_B
R32438,52,779.9,1,2.26,0.05,175.32,0.92,0.15,64.48,1,Channel_C,Area_A
R34127,23,0.0,1,0.38,0.03,274.26,0.2,0.26,4.68,0,Channel_A,Area_C
R08468,52,96604.79,72,1209.58,17.35,29.96,0.18,0.26,78.14,2,Channel_A,Area_B
R48620,51,184.85,1,0.0,0.0,172.46,0.72,0.16,165.87,2,Channel_C,Area_A
R46329,49,14012.89,1,1.29,0.08,161.5,0.29,0.14,68.95,0,Channel_A,Area_A
R10371,31,,13,14.85,6.15,47.24,0.54,0.04,35.83,2,Channel_B,Area_A
R21360,31,40371.96,72,670.24,9.49,42.3,0.42,0.14,39.56,1,Channel_B,Area_A
R10200,48,130652.39,72,1111.85,15.83,31.87,0.2,0.07,51.12,0,Channel_C,Area_A
R03832,60,,1,,0.0,248.62,,0.21,0.5,4,Channel_A,Area_B
R01294,49,,1,30.54,2.22,36.35,0.21,0.19,,1,Channel_C,Area_B
R32950,64,11766.64,30,258.42,0.06,129.25,0.1,0.06,64.74,2,Channel_A,Area_B
R46458,28,169439.77,72,889.71,23.6,0.0,0.33,0.14,95.62,3,Channel_A,Area_A
R10019,47,7806.21,1,6.22,0.0,160.13,0.5,0.1,,0,Channel_B,Area_B
R06409,52,348.92,1,2.46,0.13,110.72,0.55,0.12,36.41,1,Channel_B,Area_B
R21942,60,26911.56,25,190.96,0.0,115.64,0.16,0.05,23.61,1,Channel_C,Area_A
R01473,20,52477.56,72,490.82,24.21,0.0,0.39,0.12,74.19,1,Channel_A,Area_A
R13689,40,163577.57,10,547.16,3.52,135.75,0.13,0.15,49.49,3,Channel_C,Area_C
R24288,50,251.56,1,4.29,0.25,162.77,0.28,0.17,8.79,2,Channel_C,Area_C
R21141,56,,72,1203.87,21.2,0.0,0.19,0.33,127.0,4,Channel_C,Area_A
R19614,60,67638.6,72,424.49,9.47,0.99,0.27,0.48,,1,Channel_C,Area_A
R27896,18,103286.09,72,1292.95,15.97,60.21,0.0,0.01,,1,Channel_A,Area_C
R06413,42,18443.38,1,0.0,0.07,109.11,0.33,0.58,19.5,0,Channel_C,Area_B
R25095,63,296.66,1,173.49,0.04,212.64,0.26,0.06,6.88,3,Channel_B,Area_B
R41024,42,0.0,1,0.82,0.0,195.69,0.33,0.08,0.0,1,Channel_B,Area_A
R32205,65,90330.77,72,855.33,12.47,54.49,0.0,0.13,77.55,0,Channel_A,Area_A
R05652,67,53003.28,24,24.49,1.14,40.0,0.27,0.1,145.38,0,Channel_A,Area_A
R35646,51,34810.97,33,338.1,0.02,150.59,0.11,0.12,70.58,0,Channel_A,Area_A
R08385,51,0.0,1,317.68,0.0,753.09,0.54,0.34,16.06,3,Channel_C,Area_C
R18988,40,54951.2,1,4.28,0.0,136.84,0.27,0.22,0.13,4,Channel_C,Area_A
R44418,47,244.47,1,2.6,0.0,273.31,0.29,0.15,128.08,1,Channel_C,Area_A
R10291,33,820.22,1,6.97,0.13,77.62,0.76,0.25,160.69,1,Channel_B,Area_B
R34645,64,54133.47,72,842.67,14.44,0.0,0.29,0.0,174.68,,Channel_C,Area_C
R06357,52,28035.9,7,,5.41,62.99,0.3,0.07,93.53,0,Channel_A,Area_B
R44819,26,165649.79,72,352.27,12.45,1.84,0.22,0.48,82.38,0,Channel_A,Area_B
R40577,24,70.47,1,0.0,0.08,186.69,0.37,0.15,33.56,1,Channel_C,Area_A
R32284,34,110578.94,72,335.91,11.27,2.58,0.14,0.19,89.0,3,Channel_C,Area_A
R15692,61,0.0,1,0.0,0.0,143.71,0.3,0.12,34.87,0,Channel_A,Area_A
R47838,54,107993.07,32,,,159.72,0.29,0.05,106.94,2,Channel_C,Area_B
R43796,65,108409.77,72,1116.42,17.83,0.0,0.17,0.04,97.61,,Channel_A,Area_C
R45822,22,74574.54,72,467.79,10.45,0.0,0.38,0.2,33.04,1,Channel_C,Area_B
R49910,61,0.0,1,364.27,12.13,42.11,0.62,0.15,14.54,,Channel_A,Area_B
R45896,67,546.1,1,1.32,0.04,361.93,0.63,0.23,57.57,2,Channel_A,Area_A
R25404,26,70119.85,9,65.72,2.84,56.76,0.42,0.11,17.28,2,Channel_C,Area_A
R06640,43,,72,424.82,11.74,0.0,0.39,0.19,59.21,1,Channel_C,Area_C
R08212,31,43128.36,23,20.22,2.14,42.71,0.4,0.19,24.89,0,Channel_A,Area_A
R47660,22,93.86,1,3.95,0.04,108.06,0.34,0.4,53.96,2,Channel_A,Area_B
R02978,54,117437.4,72,1346.72,23.42,0.63,0.15,0.07,119.76,0,Channel_C,Area_A
R27402,55,282.85,1,9.63,0.02,84.8,1.0,0.29,75.32,2,Channel_A,Area_C
R36709,59,185214.74,72,1432.29,17.46,65.35,0.25,0.25,91.95,3,Channel_C,Area_C
R32505,22,47666.5,72,485.38,9.68,25.71,0.3,0.1,29.18,1,Channel_A,Area_A
R46970,34,28801.45,44,,1.25,44.02,0.39,0.4,81.15,1,Channel_A,Area_C
R46256,30,810.4,1,0.0,0.0,307.08,0.67,0.15,141.07,1,Channel_A,Area_B
R20031,55,11374.57,29,,0.39,74.81,0.3,0.59,77.71,3,Channel_A,Area_B
R24515,62,,1,0.0,0.23,118.52,,0.1,7.81,2,Channel_A,Area_C
R04914,44,0.0,1,5.65,0.04,124.58,0.56,0.29,24.8,4,Channel_A,Area_A
R31586,24,0.0,1,0.0,,132.14,0.89,0.33,101.32,1,Channel_A,Area_C
R49678,57,0.0,18,267.29,5.49,70.28,0.56,0.18,66.08,4,Channel_C,Area_B
R14889,39,0.0,1,6.12,,204.16,0.69,0.09,0.31,2,Channel_B,Area_A
R15664,32,102854.75,72,1003.95,15.92,11.41,0.22,0.05,98.04,0,Channel_C,Area_A
R03319,32,0.0,1,29.73,0.0,287.84,0.58,0.28,18.98,1,Channel_A,Area_C
R40010,53,73967.31,72,546.73,11.75,0.0,0.28,0.06,66.67,0,Channel_C,Area_B
R43732,55,40789.33,51,74.07,1.73,54.31,0.26,0.12,71.77,1,Channel_A,Area_A
R14728,55,51550.35,36,2.36,0.0,34.38,0.49,0.35,,1,Channel_C,Area_C
R11230,23,154.6,1,0.89,,138.3,0.42,0.09,139.08,1,Channel_C,Area_A
R02819,40,53535.55,72,521.65,12.05,4.0,0.07,0.0,68.05,3,Channel_B,Area_B
R40789,60,11528.16,19,126.12,2.19,80.21,0.34,0.18,50.74,0,Channel_C,Area_A
R34172,55,15142.44,1,0.0,0.07,223.2,0.43,0.25,34.27,2,Channel_A,Area_B
R11398,31,632.38,1,,0.0,466.31,0.29,0.22,18.28,2,Channel_B,Area_B
R45176,30,42002.2,1,58.59,1.95,30.92,0.67,0.08,87.6,1,Channel_C,Area_B
R02761,67,,1,,0.0,173.35,0.49,0.07,23.48,3,Channel_A,Area_B
R09701,36,23783.03,10,36.98,7.69,31.28,0.28,0.21,32.36,1,Channel_A,Area_B
R27738,28,0.0,1,0.0,0.0,92.9,0.28,0.27,42.66,3,Channel_C,Area_C
R44304,41,90029.88,38,0.0,0.43,46.26,0.45,0.06,103.42,3,Channel_A,Area_A
R47244,32,18937.95,1,0.35,8.48,26.17,0.45,0.05,17.29,0,Channel_B,Area_B
R08501,42,,2,0.0,6.58,21.84,0.49,0.14,71.5,2,Channel_A,Area_C
R38945,24,101721.02,72,442.11,11.24,0.0,0.03,0.1,33.63,2,Channel_B,Area_A
R25893,55,73.42,1,3.31,0.23,187.31,0.59,0.11,13.64,4,Channel_B,Area_A
R10153,69,0.0,1,0.0,0.0,219.56,0.73,0.19,25.18,2,Channel_A,Area_C
R12445,41,71994.22,72,449.7,10.63,0.6,0.01,0.0,50.48,0,Channel_A,Area_A
R22800,64,37932.22,29,136.42,0.13,102.52,0.39,0.43,51.19,1,Channel_C,Area_A
R20419,29,20182.53,15,344.74,5.25,91.48,0.19,0.06,41.2,3,Channel_B,Area_A
R08915,31,827.39,1,5.05,0.09,217.25,0.31,0.07,7.43,2,Channel_C,Area_A
R00308,38,38982.64,1,27.28,4.81,35.39,0.26,0.07,70.39,1,Channel_A,Area_B
R21338,64,110032.83,72,384.97,10.17,2.0,0.28,0.14,,0,Channel_A,Area_A
R02993,37,266.35,1,0.0,0.0,227.75,0.64,0.15,62.61,0,Channel_A,Area_A
R31836,52,0.0,1,0.0,0.1,103.38,0.57,0.05,,1,Channel_C,Area_C
R12061,42,10179.99,1,293.62,5.01,75.68,0.24,0.28,12.0,2,Channel_A,Area_A
R31026,55,29727.39,1,1.29,0.05,135.07,0.64,0.21,49.56,0,Channel_A,Area_A
R31736,55,55553.06,72,488.95,11.32,7.51,0.0,0.23,90.67,,Channel_B,Area_C
R31219,39,118361.16,72,1330.84,19.7,21.32,0.4,0.33,221.79,2,Channel_B,Area_A
R15150,33,0.0,1,,0.14,122.19,0.81,0.07,0.0,4,Channel_C,Area_C
R13259,40,222892.44,21,167.13,1.69,64.82,0.3,0.18,257.33,2,Channel_A,Area_A
R24767,67,7616.03,52,31.18,1.61,55.58,0.32,0.09,85.76,4,Channel_A,Area_A
R12685,40,338.36,1,0.0,0.0,131.21,0.37,0.15,0.5,3,Channel_A,Area_A
R08665,62,0.0,1,0.19,0.1,150.45,0.21,0.16,0.05,4,Channel_A,Area_B
R24919,37,,1,0.0,,300.24,,0.25,0.4,1,Channel_A,Area_B
R35839,39,102818.21,1,641.09,7.94,84.77,0.45,0.17,44.69,2,Channel_A,Area_B
R17627,20,134.29,1,0.0,0.06,288.03,1.0,0.17,13.57,0,Channel_B,Area_B
R44465,35,1095.97,1,300.08,0.0,149.39,0.57,0.18,37.85,1,Channel_A,Area_A
R22804,26,121190.08,72,1037.9,20.85,2.04,0.0,0.07,60.26,1,Channel_A,Area_C
R08682,47,19.79,1,0.0,0.09,202.0,0.6,0.12,33.8,1,Channel_A,Area_A
R46838,43,57345.9,1,0.0,0.0,115.24,0.3,0.13,38.18,2,Channel_C,Area_B
R24661,65,32786.38,1,437.09,7.99,62.4,0.21,0.09,148.52,0,Channel_A,Area_A
R16891,31,48987.65,1,182.11,0.0,90.97,0.33,0.16,19.85,0,Channel_B,Area_A
R47911,40,155529.41,72,998.98,20.47,0.0,,0.42,69.99,1,Channel_C,Area_A
R10286,38,0.0,1,6.3,0.23,144.43,0.65,0.45,17.35,2,Channel_A,Area_A
R30530,38,54064.65,72,389.57,9.41,4.99,0.11,0.13,,1,Channel_B,Area_A
R21694,44,26077.66,5,104.02,1.17,91.09,0.24,0.32,65.48,0,Channel_C,Area_B
R08710,67,0.0,1,0.0,0.0,107.57,0.43,0.1,91.78,1,Channel_C,Area_B
R04248,40,22292.53,2,592.81,10.18,74.02,0.39,0.16,52.0,1,Channel_B,Area_A
R18637,63,84128.95,72,570.56,9.92,1.52,0.13,0.13,161.22,1,Channel_B,Area_B
R37622,54,30707.84,10,249.11,0.0,241.53,0.44,0.15,84.09,1,Channel_A,Area_A
R04473,30,56.49,1,4.76,,88.56,0.27,0.2,47.14,0,Channel_A,Area_B
R39376,53,31016.16,45,1.61,1.77,48.26,0.34,0.21,151.14,,Channel_A,Area_A
R14044,35,143684.77,72,945.19,27.59,0.02,0.07,0.23,102.03,0,Channel_C,Area_B
R37035,32,0.0,1,1.16,0.0,152.66,,0.03,19.57,2,Channel_C,Area_B
R22535,47,637.37,1,178.16,0.01,240.17,0.44,0.46,18.14,0,Channel_A,Area_A
R39849,57,0.0,1,1.04,0.09,103.52,0.41,0.26,63.03,1,Channel_A,Area_B
R34098,35,37.7,1,,0.08,348.38,0.38,0.06,18.22,5,Channel_A,Area_A
R13147,64,0.0,1,0.0,0.0,129.97,0.4,0.37,49.64,3,Channel_A,Area_A
R08929,29,0.0,1,0.0,0.0,121.12,0.42,0.43,72.11,1,Channel_C,Area_B
R46217,66,85596.75,72,408.02,11.55,0.0,0.05,0.18,65.89,0,Channel_B,Area_C
R07579,22,0.0,1,0.68,0.13,182.87,0.56,0.22,58.01,3,Channel_C,Area_B
R28779,70,17220.03,1,233.32,13.01,27.76,0.09,0.21,84.41,2,Channel_B,Area_A
R05669,27,0.0,1,0.0,0.0,121.35,0.58,0.36,18.66,2,Channel_B,Area_A
R40227,48,96012.97,72,1341.79,18.53,21.88,0.0,0.08,,1,Channel_C,Area_B
R06038,20,69020.78,72,778.01,9.9,73.75,0.19,0.0,37.43,3,Channel_B,Area_B
R23994,29,101344.19,72,1374.71,16.33,50.92,0.0,0.0,,0,Channel_A,Area_A
R26832,29,170600.3,72,969.88,16.89,2.35,0.23,0.09,146.89,2,Channel_A,Area_C
R28860,52,0.0,1,6.15,0.18,284.2,0.37,0.38,39.17,0,Channel_B,Area_A
R25762,18,42299.34,72,531.59,12.83,0.0,0.28,0.23,69.32,2,Channel_A,Area_A
R27076,68,80319.6,1,26.23,0.0,246.37,0.45,0.08,14.96,,Channel_C,Area_A
R32916,35,2168.81,17,681.72,7.0,84.04,,0.11,55.34,0,Channel_C,Area_A
R11698,35,15550.21,53,93.47,2.08,67.63,0.45,,75.11,1,Channel_C,Area_C
R19207,34,89859.72,72,1025.93,16.52,6.73,0.0,0.0,93.66,1,Channel_A,Area_A
R17459,34,50044.25,72,400.3,15.25,0.71,0.41,0.19,25.66,0,Channel_A,Area_A
R45216,51,74517.77,72,506.17,10.15,13.81,0.16,0.11,68.48,0,Channel_C,Area_C
R29881,50,326.04,1,338.29,0.0,272.71,0.42,0.07,46.62,0,Channel_C,Area_A
R31107,63,0.0,1,0.0,0.14,114.01,0.66,0.1,74.71,2,Channel_C,Area_C
R03804,40,44551.38,72,610.21,12.01,33.14,0.37,0.19,55.43,1,Channel_B,Area_B
R40924,40,161.1,1,0.0,0.17,137.88,0.4,0.07,13.49,4,Channel_C,Area_A
R41183,54,0.0,1,0.0,0.22,322.93,0.6,0.41,127.34,0,Channel_A,Area_C
R40369,20,0.0,1,0.0,0.0,218.76,0.54,0.07,0.25,3,Channel_B,Area_A
R35684,30,,72,377.66,9.68,0.99,0.28,0.04,79.31,2,Channel_A,Area_C
R45921,42,617.96,1,0.0,0.17,90.3,,0.05,0.0,6,Channel_B,Area_A
R11729,53,115685.63,72,1034.07,17.89,3.03,0.12,0.04,118.56,1,Channel_A,Area_B
R17086,24,40427.71,23,132.38,0.0,115.54,0.66,0.15,57.23,1,Channel_C,Area_C
R43560,55,128699.66,47,209.83,1.77,73.31,0.27,0.1,83.33,2,Channel_A,Area_B
R02923,56,163655.79,72,1228.41,22.46,0.0,0.0,0.1,147.83,1,Channel_B,Area_B
R12481,41,111.77,35,71.93,0.0,91.02,0.37,0.19,145.63,0,Channel_A,Area_A
R26580,60,,1,0.67,0.0,195.12,0.48,0.45,10.08,4,Channel_B,Area_A
R23869,51,113305.75,72,1451.22,22.34,11.4,0.02,0.04,99.36,1,Channel_C,Area_A
R33037,25,10263.2,40,153.41,0.77,96.03,0.39,0.07,,1,Channel_B,Area_B
R29589,61,7882.38,44,116.2,2.35,59.94,0.32,0.08,14.2,3,Channel_A,Area_B
R45271,44,,1,4.06,0.0,114.53,0.75,0.12,38.34,,Channel_A,Area_A
